,wrapperType,artistId,collectionId,artistName,collectionName,collectionCensoredName,artistViewUrl,collectionViewUrl,artworkUrl60,artworkUrl100,collectionPrice,collectionExplicitness,trackCount,country,currency,releaseDate,primaryGenreName,previewUrl,description,copyright,kind,trackId,trackName,trackCensoredName,trackViewUrl,artworkUrl30,trackPrice,trackExplicitness,discCount,discNumber,trackNumber,trackTimeMillis,isStreamable,collectionArtistId,collectionArtistViewUrl,trackRentalPrice,collectionHdPrice,trackHdPrice,trackHdRentalPrice,contentAdvisoryRating,shortDescription,longDescription,hasITunesExtras,collectionArtistName,amgArtistId
20,track,136975.0,1441133180.0,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/ob-la-di-ob-la-da/1441133180?i=1441133613&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/fa/7a/07/fa7a0768-b29a-b76e-6063-37758da7002d/mzaf_3774014856268767479.plus.aac.p.m4a,,,song,1441133613.0,"Ob-La-Di, Ob-La-Da","Ob-La-Di, Ob-La-Da",https://music.apple.com/us/album/ob-la-di-ob-la-da/1441133180?i=1441133613&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,4.0,188960.0,True,,,,,,,,,,,,
21,track,829356035.0,1192834622.0,Rae Sremmurd,"NOW That's What I Call Music, Vol. 61","NOW That's What I Call Music, Vol. 61",https://music.apple.com/us/artist/rae-sremmurd/829356035?uo=4,https://music.apple.com/us/album/black-beatles-feat-gucci-mane/1192834622?i=1192834844&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/da/c9/fb/dac9fba6-3f6b-b492-1671-f6c53134e855/886446299235.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/da/c9/fb/dac9fba6-3f6b-b492-1671-f6c53134e855/886446299235.jpg/100x100bb.jpg,7.99,explicit,22.0,USA,USD,2016-01-01T12:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/a6/f9/7e/a6f97eae-5a33-956c-2109-2cf75f9c33d2/mzaf_10457597138412180039.plus.aac.p.m4a,,,song,1192834844.0,Black Beatles (feat. Gucci Mane),Black Beatles (feat. Gucci Mane),https://music.apple.com/us/album/black-beatles-feat-gucci-mane/1192834622?i=1192834844&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/da/c9/fb/dac9fba6-3f6b-b492-1671-f6c53134e855/886446299235.jpg/30x30bb.jpg,-1.0,cleaned,1.0,1.0,7.0,291080.0,True,80204262.0,,,,,,Clean,,,,Various Artists,
22,track,,,Ron Howard,,,,,https://is1-ssl.mzstatic.com/image/thumb/Video113/v4/4d/d1/12/4dd11293-02ca-b585-1767-b8eabc494700/00602557271515.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Video113/v4/4d/d1/12/4dd11293-02ca-b585-1767-b8eabc494700/00602557271515.jpg/100x100bb.jpg,14.99,notExplicit,,USA,USD,2016-11-17T08:00:00Z,Music Documentaries,https://video-ssl.itunes.apple.com/itunes-assets/Video123/v4/cc/11/6c/cc116c0d-7997-d107-e88d-0e3e54e45759/mzvf_2177426969534231721.640x358.h264lc.U.p.m4v,,,feature-movie,1468185021.0,The Beatles: Eight Days a Week - The Touring Years,The Beatles: Eight Days a Week - The Touring Years,https://itunes.apple.com/us/movie/the-beatles-eight-days-a-week-the-touring-years/id1468185021?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Video113/v4/4d/d1/12/4dd11293-02ca-b585-1767-b8eabc494700/00602557271515.jpg/30x30bb.jpg,14.99,notExplicit,,,,6344703.0,,,,3.99,17.99,17.99,3.99,NR,"In 1962 four young men - John Lennon, Paul McCartney, George Harrison and Ringo Starr - came","In 1962 four young men - John Lennon, Paul McCartney, George Harrison and Ringo Starr - came together to form the 20th century musical phenomenon known as 'The Beatles'. The band stormed Europe in 1963 and, in 1964, they conquered America. Their groundbreaking world tours changed global youth culture forever and, arguably, invented mass entertainment as we know it today. All the while, the group were composing and recording a series of extraordinarily successful singles and albums. However, the relentless pressure of such unprecedented fame (which in 1966 became uncontrollable turmoil) led to the decision to stop touring. In the ensuing years The Beatles were then free to focus on a series of albums that changed the face of recorded music. Master storyteller and Oscar winner, Ron Howard, explores this incredible journey in his own unique way: How did The Beatles do this? How did they cope with all the fame and pressure? How did they not only survive, but go on to revolutionise popular music? With original interviews, footage, staggering live performances, and the intimate study of character that Ron Howard is known for, he puts us right inside this extraordinary adventure, answering the question everyone always wants to know: What was it like to be there?",,,
23,track,136975.0,1441133180.0,The Beatles,The Beatles (The White Album),The Beatles (The White Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/while-my-guitar-gently-weeps/1441133180?i=1441133644&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/100x100bb.jpg,19.99,notExplicit,17.0,USA,USD,1968-11-22T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/99/80/2c/99802c5c-8e6e-56d7-0397-e9e7df16c20b/mzaf_17968234296841079168.plus.aac.p.m4a,,,song,1441133644.0,While My Guitar Gently Weeps,While My Guitar Gently Weeps,https://music.apple.com/us/album/while-my-guitar-gently-weeps/1441133180?i=1441133644&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/fa/5b/89/fa5b898d-bad6-e053-4195-260e5c74f2bb/00602567725466.rgb.jpg/30x30bb.jpg,1.29,notExplicit,3.0,1.0,7.0,285000.0,True,,,,,,,,,,,,
24,audiobook,428824569.0,1425620833.0,Thomas Bleskin,The Beatles - The Audiostory (English Version),The Beatles - The Audiostory (English Version),https://books.apple.com/us/artist/thomas-bleskin/428824569?uo=4,https://books.apple.com/us/audiobook/the-beatles-the-audiostory-english-version/id1425620833?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/7c/47/5d/7c475d46-ba75-0b8d-2017-37f1e349de80/4049324950383_3000.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/7c/47/5d/7c475d46-ba75-0b8d-2017-37f1e349de80/4049324950383_3000.jpg/100x100bb.jpg,9.99,notExplicit,1.0,USA,USD,2012-06-08T07:00:00Z,Biographies & Memoirs,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/02/a4/08/02a40850-32e1-622c-45f1-f65d85a35a37/mzaf_4635568527853426248.std.aac.p.m4a,"Erleben sie die Erfolgsgeschichte der größten Band aller Zeiten als Hörbuch: Vom ersten Aufeinandertreffen John Lennons mit Paul McCartney bis zur Auflösung der Band 1970 wird die Karriere des Liverpooler Quartetts detailgetreu nachgezeichnet. ""The Beatles - The Audiostory"" wurde eingesprochen von Tony Sheridan, der 1961 mit den Beatles ihre erste Platte aufnahm. Tony Sheridan verstarb am 16.02.2013 im Alter von 72 Jahren.","© 2012 by Lübbe Audio, Bastei Lübbe GmbH & Co. KG, Köln",,,,,,,,,,,,,,,,,,,,,,,,,2860353.0
25,track,315816847.0,696884325.0,Glee Cast,Glee Sings the Beatles,Glee Sings the Beatles,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/here-comes-the-sun-glee-cast-version-feat-demi-lovato/696884325?i=696885670&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/92/85/24/928524d4-7d63-72c2-1da4-84cfa26d7c2f/mzaf_15111685975508493940.plus.aac.p.m4a,,,song,696885670.0,Here Comes the Sun (Glee Cast Version) [feat. Demi Lovato],Here Comes the Sun (Glee Cast Version) [feat. Demi Lovato],https://music.apple.com/us/album/here-comes-the-sun-glee-cast-version-feat-demi-lovato/696884325?i=696885670&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,10.0,180453.0,True,,,,,,,,,,,,
26,track,136975.0,1441132965.0,The Beatles,The Beatles 1962-1966 (The Red Album),The Beatles 1962-1966 (The Red Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/yesterday/1441132965?i=1441133496&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/100x100bb.jpg,19.99,notExplicit,13.0,USA,USD,1965-08-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/1c/67/9a/1c679a61-a1cd-e7ae-9b58-630e595e7b2a/mzaf_12558727020823763101.plus.aac.p.m4a,,,song,1441133496.0,Yesterday,Yesterday,https://music.apple.com/us/album/yesterday/1441132965?i=1441133496&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/2a/4a/e6/2a4ae63d-ada7-fa57-6f16-02eebcf72f95/18UMGIM29770.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,13.0,123524.0,True,,,,,,,,,,,,
27,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/revolution/1441133100?i=1441133279&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1968-08-26T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/29/6d/bc/296dbc4e-e185-5efc-ae23-d6edfbe5f8dc/mzaf_14070914608335113794.plus.aac.p.m4a,,,song,1441133279.0,Revolution,Revolution,https://music.apple.com/us/album/revolution/1441133100?i=1441133279&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,14.0,203292.0,True,,,,,,,,,,,,
28,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/dont-let-me-down/1441133100?i=1441133286&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1969-04-11T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/96/0c/34/960c34d1-a59e-7bdc-3af1-921da46c5a25/mzaf_13152868044789303291.plus.aac.p.m4a,,,song,1441133286.0,Don't Let Me Down,Don't Let Me Down,https://music.apple.com/us/album/dont-let-me-down/1441133100?i=1441133286&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,5.0,215733.0,True,,,,,,,,,,,,
29,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/all-you-need-is-love/1441133100?i=1441133271&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1967-07-07T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/9b/09/4a/9b094aac-9cae-8eb7-8b42-2cbc460d3ba0/mzaf_3580879768682121031.plus.aac.p.m4a,,,song,1441133271.0,All You Need Is Love,All You Need Is Love,https://music.apple.com/us/album/all-you-need-is-love/1441133100?i=1441133271&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,7.0,228653.0,True,,,,,,,,,,,,
30,track,161662927.0,151027039.0,"Jeff Johnson, John Bishop, John Stowell & Rick Mandyck",Scenes,Scenes,https://music.apple.com/us/artist/jeff-johnson/161662927?uo=4,https://music.apple.com/us/album/the-beatles/151027039?i=151027225&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/82/2e/f0/mzi.hyeiejmc.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/82/2e/f0/mzi.hyeiejmc.jpg/100x100bb.jpg,7.99,notExplicit,9.0,USA,USD,2001-10-22T12:00:00Z,Jazz,https://audio-ssl.itunes.apple.com/itunes-assets/Music/e4/28/6a/mzm.xkeiufcb.aac.p.m4a,,,song,151027225.0,The Beatles,The Beatles,https://music.apple.com/us/album/the-beatles/151027039?i=151027225&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/82/2e/f0/mzi.hyeiejmc.jpg/30x30bb.jpg,0.99,notExplicit,1.0,1.0,5.0,460973.0,True,,,,,,,,,,,,
31,track,12224.0,585701590.0,Paul McCartney,12-12-12 The Concert for Sandy Relief,12-12-12 The Concert for Sandy Relief,https://music.apple.com/us/artist/paul-mccartney/12224?uo=4,https://music.apple.com/us/album/helter-skelter-live/585701590?i=585701990&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/27/48/48/27484813-9c9e-92ef-4065-30b9b9012ddb/886443797147.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/27/48/48/27484813-9c9e-92ef-4065-30b9b9012ddb/886443797147.jpg/100x100bb.jpg,12.99,notExplicit,24.0,USA,USD,2012-12-18T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/bd/b4/11/bdb411da-c586-5726-aa5f-2edd73446833/mzaf_10025746148699046898.plus.aac.p.m4a,,,song,585701990.0,Helter Skelter,Helter Skelter (Live),https://music.apple.com/us/album/helter-skelter-live/585701590?i=585701990&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/27/48/48/27484813-9c9e-92ef-4065-30b9b9012ddb/886443797147.jpg/30x30bb.jpg,-1.0,notExplicit,1.0,1.0,23.0,250293.0,False,4035426.0,,,,,,,,,,Various Artists,
32,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/here-comes-the-sun/1441133100?i=1441133289&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1969-09-26T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/fc/48/8d/fc488dd1-c613-6552-5a34-617cb27884c4/mzaf_2454122422703847959.plus.aac.p.m4a,,,song,1441133289.0,Here Comes the Sun,Here Comes the Sun,https://music.apple.com/us/album/here-comes-the-sun/1441133100?i=1441133289&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,8.0,187373.0,True,,,,,,,,,,,,
33,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/strawberry-fields-forever/1441133100?i=1441133101&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1967-02-13T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/e9/25/ec/e925ecac-094b-6e6f-ac31-cd150e8ff08e/mzaf_4051617625860611575.plus.aac.p.m4a,,,song,1441133101.0,Strawberry Fields Forever,Strawberry Fields Forever,https://music.apple.com/us/album/strawberry-fields-forever/1441133100?i=1441133101&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,1.0,1.0,247933.0,True,,,,,,,,,,,,
34,track,,,Richard Lester,,,,,https://is1-ssl.mzstatic.com/image/thumb/Video1/v4/c9/76/c3/c976c370-c7fb-0da8-1834-7a300aa75ae1/HARD_DAYS_NIGHT.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Video1/v4/c9/76/c3/c976c370-c7fb-0da8-1834-7a300aa75ae1/HARD_DAYS_NIGHT.jpg/100x100bb.jpg,14.99,notExplicit,,USA,USD,1964-08-11T07:00:00Z,Music Feature Films,https://video-ssl.itunes.apple.com/itunes-assets/Video122/v4/06/b6/e7/06b6e794-da6e-143c-59fe-ed5e82524756/mzvf_3114600386519638962.640x480.h264lc.U.p.m4v,,,feature-movie,859511899.0,A Hard Day's Night,A Hard Day's Night,https://itunes.apple.com/us/movie/a-hard-days-night/id859511899?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Video1/v4/c9/76/c3/c976c370-c7fb-0da8-1834-7a300aa75ae1/HARD_DAYS_NIGHT.jpg/30x30bb.jpg,14.99,notExplicit,,,,5252293.0,,,,3.99,14.99,14.99,3.99,NR,Meet the Beatles! Just one month after they exploded onto the U.S. scene with their Ed Sullivan Show,"Meet the Beatles! Just one month after they exploded onto the U.S. scene with their Ed Sullivan Show appearance, John, Paul, George, and Ringo began working on a project that would bring their revolutionary talent to the big screen. A Hard Day’s Night, in which the bandmates play wily, exuberant versions of themselves, captured the astonishing moment when they officially became the singular, irreverent idols of their generation and changed music forever. Directed with raucous, anything-goes verve by Richard Lester and featuring a slew of iconic pop anthems, including the title track, “Can’t Buy Me Love,” “I Should Have Known Better,” and “If I Fell,” A Hard Day’s Night, which reconceived the movie musical and exerted an incalculable influence on the music video, is one of the most deliriously entertaining movies of all time. New 4K digital restoration, approved by director Richard Lester, and 5.1 surround mix supervised by sound producers Giles Martin and Sam Okell at Abbey Road Studios.",,,
35,track,315816847.0,696884325.0,Glee Cast,Glee Sings the Beatles,Glee Sings the Beatles,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/let-it-be-glee-cast-version/696884325?i=696885748&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/59/7e/a9/597ea9df-3c24-008f-42f1-c5d80613cd70/mzaf_5612244353157681086.plus.aac.p.m4a,,,song,696885748.0,Let It Be (Glee Cast Version),Let It Be (Glee Cast Version),https://music.apple.com/us/album/let-it-be-glee-cast-version/696884325?i=696885748&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,14.0,243013.0,True,,,,,,,,,,,,
36,track,315816847.0,696884325.0,Glee Cast,Glee Sings the Beatles,Glee Sings the Beatles,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/yesterday-glee-cast-version/696884325?i=696884936&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/96/7d/d2/967dd276-6262-9944-530c-a5b7ca387d47/mzaf_16790656928448634434.plus.aac.p.m4a,,,song,696884936.0,Yesterday (Glee Cast Version),Yesterday (Glee Cast Version),https://music.apple.com/us/album/yesterday-glee-cast-version/696884325?i=696884936&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,1.0,153720.0,True,,,,,,,,,,,,
37,track,136975.0,1441133100.0,The Beatles,The Beatles 1967-1970 (The Blue Album),The Beatles 1967-1970 (The Blue Album),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/let-it-be/1441133100?i=1441133505&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/100x100bb.jpg,19.99,notExplicit,14.0,USA,USD,1970-03-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/68/43/df/6843df57-c882-fc6d-e98e-208aa6aba4d8/mzaf_14469217348904124446.plus.aac.p.m4a,,,song,1441133505.0,Let It Be,Let It Be,https://music.apple.com/us/album/let-it-be/1441133100?i=1441133505&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/a6/8b/65/a68b657c-cac6-68e6-3bde-b79d58fbc795/18UMGIM30762.rgb.jpg/30x30bb.jpg,1.29,notExplicit,2.0,2.0,12.0,232373.0,True,,,,,,,,,,,,
